Mod:Item:MetaData, Localized Name
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
immersiveengineering:steel_armor_feet, Steel Boots
immersiveengineering:steel_armor_legs, Steel Leggings
immersiveengineering:steel_armor_chest, Steel Chestplate
immersiveengineering:steel_armor_head, Steel Helmet
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
moarsigns:moar_sign:0, Oak Sign
moarsigns:moar_sign:0, Spruce Sign
moarsigns:moar_sign:0, Birch Sign
moarsigns:moar_sign:0, Jungle Sign
moarsigns:moar_sign:0, Acacia Sign
moarsigns:moar_sign:0, Dark Oak Sign
moarsigns:moar_sign:0, Treated Wood Sign
moarsigns:moar_sign:0, Spectre Sign
moarsigns:moar_sign:1, Iron Sign
moarsigns:moar_sign:1, Gold Sign
moarsigns:moar_sign:1, Diamond Sign
moarsigns:moar_sign:1, Emerald Sign
moarsigns:moar_sign:1, Lapis Sign
moarsigns:moar_sign:1, Quartz Sign
moarsigns:moar_sign:1, Awakened Draconium Sign
moarsigns:moar_sign:1, Draconium Sign
moarsigns:moar_sign:1, Conductive Iron Sign
moarsigns:moar_sign:1, Dark Steel Sign
moarsigns:moar_sign:1, Electrical Steel Sign
moarsigns:moar_sign:1, End Steel Sign
moarsigns:moar_sign:1, Energetic Alloy Sign
moarsigns:moar_sign:1, Iron Alloy Sign
moarsigns:moar_sign:1, Pulsating Iron Sign
moarsigns:moar_sign:1, Redstone Alloy Sign
moarsigns:moar_sign:1, Soularium Sign
moarsigns:moar_sign:1, Vibrant Alloy Sign
moarsigns:moar_sign:1, Aluminium Sign
moarsigns:moar_sign:1, Constantan Sign
moarsigns:moar_sign:1, Copper Sign
moarsigns:moar_sign:1, Electrum Sign
moarsigns:moar_sign:1, Lead Sign
moarsigns:moar_sign:1, Nickel Sign
moarsigns:moar_sign:1, Silver Sign
moarsigns:moar_sign:1, Steel Sign
moarsigns:moar_sign:1, Uranium Sign
moarsigns:debug, Debug
moarsigns:nugget:1, Diamond Nugget
moarsigns:nugget:2, Emerald Nugget
moarsigns:nugget:3, Lapis Nugget
moarsigns:nugget:4, Quartz Nugget
moarsigns:sign_toolbox:0, Sign Toolbox §2(Edit)§r
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
morechickens:solidxp, Solid Experience
notenoughwands:wandcore, Wand Core
notenoughwands:advanced_wandcore, Advanced Wand Core
notenoughwands:teleportation_wand, Teleportation Wand
notenoughwands:building_wand, Building Wand
notenoughwands:swapping_wand, Swapping Wand
notenoughwands:capturing_wand, Capturing Wand
notenoughwands:illumination_wand, Illumination Wand
notenoughwands:displacement_wand, Displacement Wand
notenoughwands:moving_wand, Moving Wand
notenoughwands:acceleration_wand, Acceleration Wand
notenoughwands:protection_wand, Protection Wand
notenoughwands:master_protection_wand, Master Protection Wand
notenoughwands:freezing_wand, Freezing Wand (WIP)
notenoughwands:potion_wand, Potion Wand
projectex:energy_link, Basic Energy EMC Link
projectex:personal_link, Personal EMC Link
projectex:refined_link, Refined EMC Link
projectex:compressed_refined_link, Compressed Refined EMC Link
projectex:collector:0, Basic Collector [MK1]
projectex:collector:1, Dark Matter Collector [MK2]
projectex:collector:2, Red Matter Collector [MK3]
projectex:collector:3, Magenta Matter Collector [MK4]
projectex:collector:4, Pink Matter Collector [MK5]
projectex:collector:5, Purple Matter Collector [MK6]
projectex:collector:6, Violet Matter Collector [MK7]
projectex:collector:7, Blue Matter Collector [MK8]
projectex:collector:8, Cyan Matter Collector [MK9]
projectex:collector:9, Green Matter Collector [MK10]
projectex:collector:10, Lime Matter Collector [MK11]
projectex:collector:11, Yellow Matter Collector [MK12]
projectex:collector:12, Orange Matter Collector [MK13]
projectex:collector:13, White Matter Collector [MK14]
projectex:collector:14, Fading Matter Collector [MK15]
projectex:collector:15, The Final Collector
projectex:relay:0, Basic Relay [MK1]
projectex:relay:1, Dark Matter Relay [MK2]
projectex:relay:2, Red Matter Relay [MK3]
projectex:relay:3, Magenta Matter Relay [MK4]
projectex:relay:4, Pink Matter Relay [MK5]
projectex:relay:5, Purple Matter Relay [MK6]
projectex:relay:6, Violet Matter Relay [MK7]
projectex:relay:7, Blue Matter Relay [MK8]
projectex:relay:8, Cyan Matter Relay [MK9]
projectex:relay:9, Green Matter Relay [MK10]
projectex:relay:10, Lime Matter Relay [MK11]
projectex:relay:11, Yellow Matter Relay [MK12]
projectex:relay:12, Orange Matter Relay [MK13]
projectex:relay:13, White Matter Relay [MK14]
projectex:relay:14, Fading Matter Relay [MK15]
projectex:relay:15, The Final Relay
projectex:compressed_collector:0, Basic Collector [MK1]
projectex:compressed_collector:1, Dark Matter Collector [MK2]
projectex:compressed_collector:2, Red Matter Collector [MK3]
projectex:compressed_collector:3, Magenta Matter Collector [MK4]
projectex:compressed_collector:4, Pink Matter Collector [MK5]
projectex:compressed_collector:5, Purple Matter Collector [MK6]
projectex:compressed_collector:6, Violet Matter Collector [MK7]
projectex:compressed_collector:7, Blue Matter Collector [MK8]
projectex:compressed_collector:8, Cyan Matter Collector [MK9]
projectex:compressed_collector:9, Green Matter Collector [MK10]
projectex:compressed_collector:10, Lime Matter Collector [MK11]
projectex:compressed_collector:11, Yellow Matter Collector [MK12]
projectex:compressed_collector:12, Orange Matter Collector [MK13]
projectex:compressed_collector:13, White Matter Collector [MK14]
projectex:compressed_collector:14, Fading Matter Collector [MK15]
projectex:compressed_collector:15, The Final Collector
projectex:power_flower:0, Basic Power Flower Bonsai Pot [MK1]
projectex:power_flower:1, Dark Matter Power Flower Bonsai Pot [MK2]
projectex:power_flower:2, Red Matter Power Flower Bonsai Pot [MK3]
projectex:power_flower:3, Magenta Matter Power Flower Bonsai Pot [MK4]
projectex:power_flower:4, Pink Matter Power Flower Bonsai Pot [MK5]
projectex:power_flower:5, Purple Matter Power Flower Bonsai Pot [MK6]
projectex:power_flower:6, Violet Matter Power Flower Bonsai Pot [MK7]
projectex:power_flower:7, Blue Matter Power Flower Bonsai Pot [MK8]
projectex:power_flower:8, Cyan Matter Power Flower Bonsai Pot [MK9]
projectex:power_flower:9, Green Matter Power Flower Bonsai Pot [MK10]
projectex:power_flower:10, Lime Matter Power Flower Bonsai Pot [MK11]
projectex:power_flower:11, Yellow Matter Power Flower Bonsai Pot [MK12]
projectex:power_flower:12, Orange Matter Power Flower Bonsai Pot [MK13]
projectex:power_flower:13, White Matter Power Flower Bonsai Pot [MK14]
projectex:power_flower:14, Fading Matter Power Flower Bonsai Pot [MK15]
projectex:power_flower:15, The Final Power Flower Bonsai Pot
projectex:stone_table, Stone Transmutation Table
projectex:alchemy_table, Alchemy Table
projectex:magnum_star_ein, Magnum Star Ein
projectex:magnum_star_zwei, Magnum Star Zwei
projectex:magnum_star_drei, Magnum Star Drei
projectex:magnum_star_vier, Magnum Star Vier
projectex:magnum_star_sphere, Magnum Star Sphere
projectex:magnum_star_omega, Magnum Star Omega
projectex:colossal_star_ein, Colossal Star Ein
projectex:colossal_star_zwei, Colossal Star Zwei
projectex:colossal_star_drei, Colossal Star Drei
projectex:colossal_star_vier, Colossal Star Vier
projectex:colossal_star_sphere, Colossal Star Sphere
projectex:colossal_star_omega, Colossal Star Omega
projectex:matter:0, Magenta Matter
projectex:matter:1, Pink Matter
projectex:matter:2, Purple Matter
projectex:matter:3, Violet Matter
projectex:matter:4, Blue Matter
projectex:matter:5, Cyan Matter
projectex:matter:6, Green Matter
projectex:matter:7, Lime Matter
projectex:matter:8, Yellow Matter
projectex:matter:9, Orange Matter
projectex:matter:10, White Matter
projectex:matter:11, Fading Matter
projectex:final_star_shard, The Final Star Shard
projectex:final_star, The Final Star
projectex:knowledge_sharing_book, Knowledge Sharing Book
projectex:arcane_tablet, Arcane Transmutation Tablet
roost:roost, Roost
roost:breeder, Chicken Breeder
roost:collector, Roost Collector
roost:catcher, Chicken Catcher
roost:chicken:0, Chicken
roost:chicken:0, Ink Black Chicken
roost:chicken:0, Lapis Blue Chicken
roost:chicken:0, Flint Chicken
roost:chicken:0, Cactus Green Chicken
roost:chicken:0, Log Chicken
roost:chicken:0, Nether Quartz Chicken
roost:chicken:0, Red Chicken
roost:chicken:0, Sand Chicken
roost:chicken:0, Smart Chicken
roost:chicken:0, Bone White Chicken
roost:chicken:0, Yellow Chicken
roost:chicken:0, Soul Sand Chicken
roost:chicken:0, Cocoa Brown Chicken
roost:chicken:0, Coal Chicken
roost:chicken:0, Cyan Chicken
roost:chicken:0, Glowstone Chicken
roost:chicken:0, Gray Chicken
roost:chicken:0, Gunpowder Chicken
roost:chicken:0, Iron Chicken
roost:chicken:0, Light Blue Chicken
roost:chicken:0, Lime Chicken
roost:chicken:0, Orange Chicken
roost:chicken:0, Pink Chicken
roost:chicken:0, Purple Chicken
roost:chicken:0, Redstone Chicken
roost:chicken:0, Snowball Chicken
roost:chicken:0, String Chicken
roost:chicken:0, Clay Chicken
roost:chicken:0, Glass Chicken
roost:chicken:0, Gold Chicken
roost:chicken:0, Lava Chicken
roost:chicken:0, Leather Chicken
roost:chicken:0, Magenta Chicken
roost:chicken:0, Nether Wart Chicken
roost:chicken:0, Light Gray Chicken
roost:chicken:0, Water Chicken
roost:chicken:0, Blaze Rod Chicken
roost:chicken:0, Diamond Chicken
roost:chicken:0, Slime Chicken
